Time(s),Amplitude(mV)
19.877,-0.050676469
19.878,-0.05064189
19.879,-0.050371294
19.88,-0.050388584
19.881,-0.050250263
19.882,-0.048353071
19.883,-0.048082476
19.884,-0.048353071
19.885,-0.047538259
19.886,-0.045776367
19.887,-0.045606488
19.888,-0.045946246
19.889,-0.045488483
19.89,-0.04391073
19.891,-0.043452966
19.892,-0.043064368
19.893,-0.042756155
19.894,-0.040740967
19.895,-0.041011558
19.896,-0.040910847
19.897,-0.04102885
19.898,-0.040314743
19.899,-0.038334146
19.9,-0.03802897
19.901,-0.038434855
19.902,-0.038282267
19.903,-0.038181559
19.904,-0.038892619
19.905,-0.038264973
19.906,-0.036992389
19.907,-0.036128742
19.908,-0.03595886
19.909,-0.035875448
19.91,-0.035466507
19.911,-0.033569336
19.912,-0.033434043
19.913,-0.033399453
19.914,-0.033416748
19.915,-0.033416748
19.916,-0.033552041
19.917,-0.033298751
19.918,-0.033146163
19.919,-0.03355204
19.92,-0.033517449
19.921,-0.03345134
19.922,-0.033569336
19.923,-0.033670035
19.924,-0.033721924
19.925,-0.033704627
19.926,-0.033434045
19.927,-0.03368733
19.928,-0.033552039
19.929,-0.033298754
19.93,-0.033399451
19.931,-0.033451343
19.932,-0.033434045
19.933,-0.033025085
19.934,-0.030975342
19.935,-0.030975342
19.936,-0.031110632
19.937,-0.031263219
19.938,-0.030840052
19.939,-0.030940745
19.94,-0.030958043
19.941,-0.031145228
19.942,-0.030992641
19.943,-0.030975342
19.944,-0.03100994
19.945,-0.030958043
19.946,-0.030836946
19.947,-0.028533936
19.948,-0.028551235
19.949,-0.02822876
19.95,-0.028533936
19.951,-0.028551236
19.952,-0.028721124
19.953,-0.02824606
19.954,-0.02824606
19.955,-0.028686523
19.956,-0.028398649
19.957,-0.027989667
19.958,-0.026057927
19.959,-0.026245117
19.96,-0.026092529
19.961,-0.026227816
19.962,-0.025957243
19.963,-0.027940886
19.964,-0.028551238
19.965,-0.027972359
19.966,-0.025974546
19.967,-0.026227815
19.968,-0.026109832
19.969,-0.025804656
19.97,-0.024362154
19.971,-0.023685729
19.972,-0.023786408
19.973,-0.023498535
19.974,-0.02166748
19.975,-0.021345001
19.976,-0.021500734
19.977,-0.023380555
19.978,-0.023685731
19.979,-0.023786407
19.98,-0.023651123
19.981,-0.023803711
19.982,-0.023397861
19.983,-0.023803711
19.984,-0.02351584
19.985,-0.023887079
19.986,-0.023786406
19.987,-0.023668428
19.988,-0.023803711
19.989,-0.02348123
19.99,-0.023533147
19.991,-0.023533147
19.992,-0.023786405
19.993,-0.022988853
19.994,-0.021327692
19.995,-0.021327692
19.996,-0.020956461
19.997,-0.021209717
19.998,-0.021039822
19.999,-0.021057129
20,-0.020783391
20.001,-0.019073486
20.002,-0.018667645
20.003,-0.01849775
20.004,-0.018903591
20.005,-0.018751003
20.006,-0.018785619
20.007,-0.018785619
20.008,-0.018920898
20.009,-0.018598414
20.01,-0.018581105
20.011,-0.018938207
20.012,-0.018615723
20.013,-0.018751002
20.014,-0.018768311
20.015,-0.018768311
20.016,-0.018667651
20.017,-0.018751001
20.018,-0.018699072
20.019,-0.018463135
20.02,-0.018515065
20.021,-0.018768311
20.022,-0.018785621
20.023,-0.018581102
20.024,-0.018886277
20.025,-0.018615723
20.026,-0.018751
20.027,-0.018733688
20.028,-0.019021553
20.029,-0.018886276
20.03,-0.018920898
20.031,-0.01851507
20.032,-0.018768311
20.033,-0.018615723
20.034,-0.018615723
20.035,-0.018886274
20.036,-0.018376573
20.037,-0.016191629
20.038,-0.016056354
20.039,-0.016073667
20.04,-0.016021729
20.041,-0.016444866
20.042,-0.016292278
20.043,-0.016309591
20.044,-0.01619163
20.045,-0.016496806
20.046,-0.016479492
20.047,-0.01630959
20.048,-0.015546651
20.049,-0.01385087
20.05,-0.013902812
20.051,-0.013767539
20.052,-0.012037129
20.053,-0.011478721
20.054,-0.011579365
20.055,-0.009578407
20.056,-0.009255916
20.057,-0.008850098
20.058,-0.006984412
20.059,-0.006543964
20.06,-0.006779876
20.061,-0.006679235
20.062,-0.006679235
20.063,-0.00466096
20.064,-0.004237828
20.065,-0.004407732
20.066,-0.005815656
20.067,-0.006561279
20.068,-0.006814504
20.069,-0.006526645
20.07,-0.006679233
20.071,-0.006595914
20.072,-0.006713867
20.073,-0.006561279
20.074,-0.006561279
20.075,-0.006831819
20.076,-0.006578597
20.077,-0.00642601
20.078,-0.006374055
20.079,-0.006561279
20.08,-0.006391373
20.081,-0.006578598
20.082,-0.006561279
20.083,-0.006849136
20.084,-0.004660948
20.085,-0.003984605
20.086,-0.004085234
20.087,-0.004119873
20.088,-0.004119873
20.089,-0.002236859
20.09,-0.001560519
20.091,-0.001543199
20.092,-0.001543199
20.093,-0.001796414
20.094,-0.001491238
20.095,-0.001813734
20.096,-0.001917659
20.097,-0.003984606
20.098,-0.004085231
20.099,-0.003967285
20.1,-0.003967285
20.101,-0.004272461
20.102,-0.003696753
20.103,-0.004102551
20.104,-0.003984607
20.105,-0.004373082
20.106,-0.004119873
20.107,-0.003984608
20.108,-0.004019253
20.109,-0.004137196
20.11,-0.003967285
20.111,-0.004220492
20.112,-0.004001932
20.113,-0.003440228
20.114,-0.001678467
20.115,-0.001543203
20.116,-0.001560527
20.117,-0.001286671
20.118,0.000880879
20.119,0.000898203
20.12,0.000762939
20.121,0.000610352
20.122,0.001033466
20.123,0.000780264
20.124,0.000915527
20.125,0.000780265
20.126,0.000880877
20.127,0.000846226
20.128,0.000898202
20.129,0.000523723
20.13,-0.001577856
20.131,5.20E-05
20.132,0.000645004
20.133,0.00047509
20.134,0.000745613
20.135,0.000593025
20.136,0.000762939
20.137,0.000762939
20.138,0.001307338
20.139,0.00345754
20.14,0.003086412
20.141,0.00262529
20.142,0.000880872
20.143,0.000762939
20.144,0.00103346
20.145,0.000898199
20.146,0.000932855
20.147,0.000762939
20.148,0.001088811
20.149,0.003069086
20.15,0.003069087
20.151,0.003221675
20.152,0.002985815
20.153,0.005070059
20.154,0.00579834
20.155,0.00578101
20.156,0.005611093
20.157,0.00579834
20.158,0.005510494
20.159,0.00578101
20.16,0.005645752
20.161,0.00579834
20.162,0.006190168
20.163,0.007833974
20.164,0.008069828
20.165,0.008222415
20.166,0.008087158
20.167,0.008087158
20.168,0.008239746
20.169,0.008239746
20.17,0.008257078
20.171,0.007816646
20.172,0.008239746
20.173,0.008121822
20.174,0.008087158
20.175,0.008222414
20.176,0.008222414
20.177,0.008087158
20.178,0.008121824
20.179,0.00820508
20.18,0.008409667
20.181,0.007969237
20.182,0.008257079
20.183,0.00793457
20.184,0.008087158
20.185,0.008052491
20.186,0.008069824
20.187,0.006204102
20.188,0.005510498
20.189,0.005239991
20.19,0.005510498
20.191,0.006051512
20.192,0.005916258
20.193,0.005663087
20.194,0.005475829
20.195,0.005663087
20.196,0.005763669
20.197,0.005680423
20.198,0.005916257
20.199,0.005527836
20.2,0.0055105
20.201,0.005392584
20.202,0.005527836
20.203,0.005611079
20.204,0.005510501
20.205,0.003949949
20.206,0.003221682
20.207,0.003187009
20.208,0.002812485
20.209,0.000780277
20.21,0.000745602
20.211,0.000728265
20.212,0.000409201
20.213,0.000745602
20.214,0.000880852
20.215,0.001050777
20.216,0.000898189
20.217,0.000915527
20.218,0.001036896
20.219,0.003239023
20.22,0.003187007
20.221,0.003339595
20.222,0.003086436
20.223,0.003086436
20.224,0.002933849
20.225,0.003204346
20.226,0.001609108
20.227,0.000610352
20.228,0.000780279
20.229,-0.000984887
20.23,-0.001543219
20.231,-0.001390631
20.232,-0.001661126
20.233,-0.001525879
20.234,-0.001255385
20.235,-0.001678467
20.236,0.000322517
20.237,0.000780281
20.238,0.002476089
20.239,0.005104766
20.24,0.00751149
20.241,0.010140168
20.242,0.012529549
20.243,0.015244937
20.244,0.0184146
20.245,0.020821322
20.246,0.022718253
20.247,0.024601336
20.248,0.025159659
20.249,0.025482178
20.25,0.025194345
20.251,0.025482178
20.252,0.025464834
20.253,0.025194345
20.254,0.025142315
20.255,0.025346934
20.256,0.025177002
20.257,0.023345947
20.258,0.023158671
20.259,0.022770284
20.26,0.023023427
20.261,0.023040771
20.262,0.022718251
20.263,0.022888184
20.264,0.020869851
20.265,0.020412087
20.266,0.02058202
20.267,0.018581032
20.268,0.017173049
20.269,0.015446068
20.27,0.01383346
20.271,0.012578065
20.272,0.010528564
20.273,0.008662817
20.274,0.007507969
20.275,0.005898888
20.276,0.005389083
20.277,0.00332224
20.278,0.003322239
20.279,0.003086452
20.28,0.003204346
20.281,0.003204346
20.282,0.003339586
20.283,0.002524603
20.284,0.000762939
20.285,0.000932875
20.286,-0.000832332
20.287,-0.001543227
20.288,-0.00352687
20.289,-0.004102524
20.29,-0.006086167
20.291,-0.006696518
20.292,-0.006408691
20.293,-0.006273453
20.294,-0.007123139
20.295,-0.008950637
20.296,-0.009137924
20.297,-0.009020035
20.298,-0.008985336
20.299,-0.008340284
20.3,-0.00657863
20.301,-0.006679166
20.302,-0.006713867
20.303,-0.006426042
20.304,-0.004577637
20.305,-0.00386675
20.306,-0.003967285
20.307,-0.003845827
20.308,-0.001966291
20.309,-0.001695818
20.31,-0.001831055
20.311,0.000204643
20.312,0.000627704
20.313,0.000762939
20.314,0.001168646
20.315,0.002781287
20.316,0.003086463
20.317,0.001321233
20.318,0.000645057
20.319,0.000915527
20.32,0.000915527
20.321,0.000645058
20.322,-0.000967587
20.323,-0.001543232
20.324,-0.001525879
20.325,-0.001831055
20.326,5.21E-05
20.327,0.000762939
20.328,0.000780294
20.329,0.000915527
20.33,0.000762939
20.331,0.000662416
20.332,0.000745585
20.333,-0.000932882
20.334,-0.001831055
20.335,-0.001695822
20.336,-0.001661111
20.337,-0.001778988
20.338,-0.001408002
20.339,-0.001543235
20.34,-0.001390647
20.341,-0.001695823
20.342,-0.001643754
20.343,6.94E-05
20.344,0.000780296
20.345,0.000645065
20.346,0.000780296
20.347,0.0011549
20.348,0.002933884
20.349,0.003069115
20.35,0.003152274
20.351,0.003322219
20.352,0.003051758
20.353,0.00316963
20.354,0.003051758
20.355,0.001338575
20.356,0.000880811
20.357,-0.000815015
20.358,-0.003308497
20.359,-0.005968286
20.36,-0.008819022
20.361,-0.013566606
20.362,-0.018602008
20.363,-0.025333235
20.364,-0.032778971
20.365,-0.045124881
20.366,-0.059638094
20.367,-0.07471323
20.368,-0.093276877
20.369,-0.111164384
20.37,-0.128424181
20.371,-0.145104691
20.372,-0.159631608
20.373,-0.170260681
20.374,-0.177175562
20.375,-0.18022366
20.376,-0.180188938
20.377,-0.177403969
20.378,-0.170350202
20.379,-0.158597266
20.38,-0.144219278
20.381,-0.12693845
20.382,-0.103200512
20.383,-0.076240865
20.384,-0.046635135
20.385,-0.013031066
20.386,0.024082525
20.387,0.062808809
20.388,0.107943786
20.389,0.156588287
20.39,0.206824441
20.391,0.258111347
20.392,0.309141486
20.393,0.359429731
20.394,0.409121304
20.395,0.456083658
20.396,0.504044671
20.397,0.550296177
20.398,0.595104934
20.399,0.639594843
20.4,0.685149175
20.401,0.729569626
20.402,0.771444482
20.403,0.814186466
20.404,0.856113416
20.405,0.896039357
20.406,0.932538902
20.407,0.96230351
20.408,0.982337219
20.409,0.990465364
20.41,0.983216857
20.411,0.962335923
20.412,0.928231934
20.413,0.884043482
20.414,0.82919124
20.415,0.768405433
20.416,0.704828368
20.417,0.639655956
20.418,0.575315953
20.419,0.512314507
20.42,0.453027272
20.421,0.394298288
20.422,0.338267505
20.423,0.284386599
20.424,0.231983192
20.425,0.183512335
20.426,0.137146699
20.427,0.09303142
20.428,0.051208688
20.429,0.012843374
20.43,-0.023756627
20.431,-0.055664873
20.432,-0.085689956
20.433,-0.113034198
20.434,-0.137038874
20.435,-0.157551397
20.436,-0.175064269
20.437,-0.191200109
20.438,-0.203306665
20.439,-0.213800492
20.44,-0.221779686
20.441,-0.226374694
20.442,-0.229051794
20.443,-0.228916577
20.444,-0.228625023
20.445,-0.226353575
20.446,-0.223659105
20.447,-0.219844408
20.448,-0.217403001
20.449,-0.214961595
20.45,-0.213993952
20.451,-0.212097168
20.452,-0.210196625
20.453,-0.209111137
20.454,-0.207044395
20.455,-0.206822317
20.456,-0.204620361
20.457,-0.204228322
20.458,-0.20231417
20.459,-0.201616953
20.46,-0.200042725
20.461,-0.19931076
20.462,-0.197296143
20.463,-0.197025714
20.464,-0.195277752
20.465,-0.194819989
20.466,-0.194362225
20.467,-0.192448078
20.468,-0.19241333
20.469,-0.192312866
20.47,-0.191903443
20.471,-0.190089762
20.472,-0.189836711
20.473,-0.18839392
20.474,-0.187291054
20.475,-0.185259075
20.476,-0.183105469
20.477,-0.182390863
20.478,-0.179966832
20.479,-0.178000565
20.48,-0.175729122
20.481,-0.174608878
20.482,-0.173017292
20.483,-0.171186237
20.484,-0.170575885
20.485,-0.168491785
20.486,-0.167746223
20.487,-0.165980871
20.488,-0.165675695
20.489,-0.163504709
20.49,-0.162571804
20.491,-0.160539839
20.492,-0.158944449
20.493,-0.157858955
20.494,-0.155657026
20.495,-0.153808594
20.496,-0.1512146
20.497,-0.149178822
20.498,-0.146466996
20.499,-0.145311987
20.5,-0.143175756
20.501,-0.140751728
20.502,-0.138140354
20.503,-0.136531403
20.504,-0.134242585
20.505,-0.131818558
20.506,-0.130646164
20.507,-0.129071976
20.508,-0.126918365
20.509,-0.126748396
20.51,-0.124341751
20.511,-0.123339321
20.512,-0.121612549
20.513,-0.120780086
20.514,-0.119542002
20.515,-0.1171875
20.516,-0.116559767
20.517,-0.114576124
20.518,-0.113861484
20.519,-0.111729099
20.52,-0.111267488
20.521,-0.109675929
20.522,-0.107116699
20.523,-0.106658936
20.524,-0.105268262
20.525,-0.103978029
20.526,-0.101928711
20.527,-0.100485889
20.528,-0.099605127
20.529,-0.098942626
20.53,-0.096910694
20.531,-0.096619039
20.532,-0.094892284
20.533,-0.09475708
20.534,-0.092721286
20.535,-0.091892678
20.536,-0.091635786
20.537,-0.089992087
20.538,-0.087956291
20.539,-0.087415477
20.54,-0.085414449
20.541,-0.08497407
20.542,-0.082973043
20.543,-0.082397461
20.544,-0.080396433
20.545,-0.079938669
20.546,-0.078225431
20.547,-0.077514648
20.548,-0.075631436
20.549,-0.075073242
20.55,-0.073207415
20.551,-0.072239729
20.552,-0.070478219
20.553,-0.06966312
20.554,-0.067866838
20.555,-0.067339527
20.556,-0.065477592
20.557,-0.063441788
20.558,-0.062866211
20.559,-0.062304123
20.56,-0.060577393
20.561,-0.060289604
20.562,-0.060442193
20.563,-0.059827937
20.564,-0.057865587
20.565,-0.057983398
20.566,-0.055964979
20.567,-0.055576769
20.568,-0.054979896
20.569,-0.052947998
20.57,-0.052965387
20.571,-0.052673686
20.572,-0.05064179
20.573,-0.050541371
20.574,-0.048793346
20.575,-0.048165604
20.576,-0.048335582
20.577,-0.047964768
20.578,-0.046317158
20.579,-0.04564117
20.58,-0.045096454
20.581,-0.043217154
20.582,-0.043182373
20.583,-0.041316537
20.584,-0.040723576
20.585,-0.03887513
20.586,-0.038417366
20.587,-0.037890036
20.588,-0.035875546
20.589,-0.035483412
20.59,-0.03326416
20.591,-0.03300722
20.592,-0.03087493
20.593,-0.030836204
20.594,-0.028956914
20.595,-0.026785899
20.596,-0.025957334
20.597,-0.025447392
20.598,-0.023768925
20.599,-0.02363373
20.6,-0.023938906
20.601,-0.023415521
20.602,-0.023651123
20.603,-0.023498535
20.604,-0.023633729
20.605,-0.023838499
20.606,-0.021650086
20.607,-0.02134491
20.608,-0.021091918
20.609,-0.021310121
20.61,-0.019326478
20.611,-0.018785705
20.612,-0.018598328
20.613,-0.016614685
20.614,-0.016326904
20.615,-0.016209107
20.616,-0.014443663
20.617,-0.013868102
20.618,-0.01198486
20.619,-0.010781552
20.62,-0.008867494
20.621,-0.008593132
20.622,-0.006561279
20.623,-0.006134328
20.624,-0.003984682
20.625,-0.002236628
20.626,-0.00166107
20.627,-0.001268908
20.628,0.000492558
20.629,0.000797734
20.63,0.001272896
20.631,0.002933965
20.632,0.003731701
20.633,0.005780942
20.634,0.006190506
20.635,0.007969367
20.636,0.00793457
20.637,0.009852618
20.638,0.010698551
20.639,0.010545963
20.64,0.012411816
20.641,0.012817383
20.642,0.013362143
20.643,0.015276189
20.644,0.015786151
20.645,0.017970572
20.646,0.01958345
20.647,0.020564565
20.648,0.02246522
20.649,0.023040771
20.65,0.024483664
20.651,0.025638783
20.652,0.027500622
20.653,0.029466864
20.654,0.030077215
20.655,0.032078259
20.656,0.033163776
20.657,0.035247803
20.658,0.035622585
20.659,0.037536621
20.66,0.037911404
20.661,0.039790635
20.662,0.041556113
20.663,0.042659033
20.664,0.044965255
20.665,0.047236671
20.666,0.049678078
20.667,0.052019106
20.668,0.054033516
20.669,0.056204553
20.67,0.057290072
20.671,0.059221505
20.672,0.059866664
20.673,0.061527727
20.674,0.063646554
20.675,0.064631698
20.676,0.066393137
20.677,0.068241596
20.678,0.069497108
20.679,0.071393728
20.68,0.073006631
20.681,0.074005127
20.682,0.075870992
20.683,0.07685614
20.684,0.078499797
20.685,0.080701589
20.686,0.081839326
20.687,0.08344817
20.688,0.085501436
20.689,0.08605957
20.69,0.085636619
20.691,0.087637668
20.692,0.088618752
20.693,0.089215768
20.694,0.090824608
20.695,0.090942383
20.696,0.092437523
20.697,0.09351897
20.698,0.094046363
20.699,0.095842603
20.7,0.095825195
20.701,0.095807788
20.702,0.095842603
20.703,0.095724832
20.704,0.095707424
20.705,0.094059687
20.706,0.093348972
20.707,0.09324861
20.708,0.091618278
20.709,0.090924974
20.71,0.08907651
20.711,0.088365798
20.712,0.086652513
20.713,0.085532169
20.714,0.08320853
20.715,0.080649355
20.716,0.078360536
20.717,0.075884309
20.718,0.073477722
20.719,0.071119262
20.72,0.067391616
20.721,0.064645034
20.722,0.062064341
20.723,0.058659283
20.724,0.056505641
20.725,0.052438001
20.726,0.049722127
20.727,0.045266369
20.728,0.042432728
20.729,0.038382501
20.73,0.034973331
20.731,0.030923106
20.732,0.027919462
20.733,0.022971122
20.734,0.018580898
20.735,0.015830189
20.736,0.010864439
20.737,0.007947855
20.738,0.003522805
20.739,0.00065846
20.74,-0.003784003
20.741,-0.006683174
20.742,-0.010851154
20.743,-0.013549631
20.744,-0.018040199
20.745,-0.02090868
20.746,-0.025399247
20.747,-0.028503248
20.748,-0.032963127
20.749,-0.037588865
20.75,-0.040592524
20.751,-0.045475338
20.752,-0.04859261
20.753,-0.052389892
20.754,-0.055101644
20.755,-0.057782716
20.756,-0.06062964
20.757,-0.063411054
20.758,-0.065717289
20.759,-0.068176112
20.76,-0.070447515
20.761,-0.072514081
20.762,-0.074362552
20.763,-0.075618089
20.764,-0.077566899
20.765,-0.07804208
20.766,-0.079938638
20.767,-0.080535739
20.768,-0.082362626
20.769,-0.082824559
20.77,-0.084991455
20.771,-0.084686279
20.772,-0.085518891
20.773,-0.087145104
20.774,-0.086992516
20.775,-0.087672541
20.776,-0.089433922
20.777,-0.08972168
20.778,-0.089586511
20.779,-0.089451342
20.78,-0.089433923
20.781,-0.08970426
20.782,-0.08756803
20.783,-0.087398022
20.784,-0.087280273
20.785,-0.08753319
20.786,-0.085649875
20.787,-0.084804027
20.788,-0.084856287
20.789,-0.084581757
20.79,-0.082497787
20.791,-0.082109706
20.792,-0.081970339
20.793,-0.079803467
20.794,-0.079664098
20.795,-0.077514648
20.796,-0.077667236
20.797,-0.075360996
20.798,-0.075020977
20.799,-0.073054756
20.8,-0.072479248
20.801,-0.072121806
20.802,-0.070325595
20.803,-0.069767511
20.804,-0.069562656
20.805,-0.067866766
20.806,-0.067866766
20.807,-0.067749023
20.808,-0.067478694
20.809,-0.067051556
20.81,-0.065307617
20.811,-0.065307617
20.812,-0.063306551
20.813,-0.062713623
20.814,-0.062748471
20.815,-0.062303903
20.816,-0.060577393
20.817,-0.060660283
20.818,-0.060677707
20.819,-0.058558901
20.82,-0.057830811
20.821,-0.057726261
20.822,-0.055812318
20.823,-0.055354554
20.824,-0.055777466
20.825,-0.055149689
20.826,-0.052847687
20.827,-0.052947998
20.828,-0.05308316
20.829,-0.050999208
20.83,-0.050811768
20.831,-0.050236269
20.832,-0.050912076
20.833,-0.050676606
20.834,-0.050641753
20.835,-0.050624326
20.836,-0.050624325
20.837,-0.050232013
20.838,-0.048217773
20.839,-0.048488094
20.84,-0.048100041
20.841,-0.047520283
20.842,-0.045928955
20.843,-0.045776367
20.844,-0.045061446
20.845,-0.043352389
20.846,-0.04335239
20.847,-0.043300104
20.848,-0.043317532
20.849,-0.041163872
20.85,-0.040858696
20.851,-0.040876125
20.852,-0.040893555
20.853,-0.038739895
20.854,-0.038181832
20.855,-0.038299561
20.856,-0.037806937
20.857,-0.035840724
20.858,-0.036010742
20.859,-0.033839651
20.86,-0.033652201
20.861,-0.03326416
20.862,-0.033434179
20.863,-0.033416748
20.864,-0.033281591
20.865,-0.033381885
20.866,-0.033299023
20.867,-0.033299023
20.868,-0.031685986
20.869,-0.030992774
20.87,-0.030840186
20.871,-0.030312694
20.872,-0.028669091
20.873,-0.028533936
20.874,-0.028769381
20.875,-0.028804246
20.876,-0.028568801
